,id,county,state_pm,abs_pm,latitude,longitude,lanes,weather_station_id
1041,8710,85,48.62,398.293,37.411999,-122.078452,4,23244
1042,8711,81,3.54,405.727,37.483144,-122.17985,4,93231
1043,8712,81,7.56,409.783,37.504821,-122.246025,5,93231
1044,8713,81,7.46,409.647,37.50389600000001,-122.244641,5,93231
1045,8718,75,1.9,430.194,37.73437,-122.406177,3,23272
1046,8719,75,1.9,430.23,37.734313,-122.406375,4,23272
1047,8720,85,47.82,397.49300000000005,37.407282,-122.06515,4,23244
1048,8721,85,48.52,398.193,37.411338,-122.076826,4,23244
1049,8726,85,2.85,2.85,37.322594,-121.897858,6,23293
1050,8727,85,2.85,2.85,37.322361,-121.8978,4,23293
1051,8732,85,48.21,397.847,37.409514,-122.071728,5,23244
1052,8733,85,48.94,398.577,37.414582,-122.083368,5,23244
1053,8734,13,4.19,35.598,37.777206,-121.975377,4,23285
1054,8735,13,11.68,11.932,37.992454,-122.076392,2,23254
1055,8736,13,11.68,11.979,37.99217700000001,-122.076479,2,23254
1056,8738,13,24.42,24.101,38.011247,-121.864952,4,23254
1057,8739,13,3.8,35.173,37.771983,-121.97253899999998,5,23285
1058,8740,13,3.8,35.208,37.771955,-121.972763,5,23285
1059,8741,85,1.05,1.05,37.270311,-121.861079,3,23293
1060,8742,85,1.05,1.04,37.270209,-121.860998,3,23293
1061,8778,85,42.68,392.317,37.385523,-121.975872,4,23293
1062,8780,85,45.0,394.637,37.396411,-122.015716,4,23244
1063,8781,85,45.57,395.207,37.398597,-122.025693,4,23244
1064,8782,85,47.02,396.657,37.404178,-122.05107,4,23244
1065,8783,13,8.44,39.848,37.832159,-122.004898,4,23254
1066,8784,85,49.5,399.173,37.419828,-122.091045,5,23244
1067,8786,95,8.17,35.642,38.169958,-122.198969,4,93227
1068,8787,95,17.49,44.973,38.253226,-122.066886,4,23202
1069,8788,95,17.49,44.973,38.253081,-122.066699,4,23202
1070,8789,97,3.81,471.844,38.2353,-122.619054,2,320
1071,8791,1,15.08,31.264,37.701136,-121.819792,6,23285
1072,8792,85,2.95,352.208,36.958075,-121.551297,2,392
1073,8794,85,5.84,355.147,36.999566,-121.556242,3,392
1074,8795,85,5.84,355.111,36.9996,-121.555853,3,392
1075,8796,1,21.54,37.724,37.698503,-121.937095,4,23285
1076,8799,1,21.41,37.442,37.698211,-121.934682,4,23285
1077,8800,1,19.75,35.934,37.70183,-121.90489,5,23285
1078,8801,1,20.15,36.182,37.701638,-121.912277,3,23285
1079,8802,1,19.93,36.114,37.701847,-121.908181,6,23285
1080,8803,1,17.93,34.114000000000004,37.701573,-121.871745,5,23285
1081,8804,1,17.95,34.134,37.70157800000001,-121.87211200000002,6,23285
1082,8809,1,11.53,27.714,37.702942,-121.755507,6,23285
1083,8810,1,11.53,27.562,37.702703,-121.755526,6,23285
1084,8811,1,12.57,28.754,37.700891,-121.774267,4,23285
1085,8812,1,10.67,26.854,37.702801,-121.739963,4,23285
1086,8813,1,9.77,25.954,37.708574,-121.725238,5,23285
1087,8814,1,10.58,26.612,37.702925,-121.738302,6,23285
1088,8815,1,9.55,25.553,37.710034,-121.7211,5,23285
1089,8816,1,8.55,24.553,37.716692,-121.705048,5,23285
1090,8817,1,8.54,24.695,37.717123,-121.70498899999998,4,23285
1091,8822,41,13.11,1.904,38.098652,-122.520221,2,135
1092,8823,41,13.11,1.904,38.098527,-122.520036,2,135
1093,8824,41,13.8,2.594,38.105801,-122.511444,2,135
1094,8825,41,13.8,2.594,38.105662,-122.511247,2,135
1095,8826,97,0.63,4.041,38.121611,-122.497174,2,135
1096,8827,97,0.63,4.041,38.121444,-122.497006,2,135
1097,8828,97,5.42,8.831,38.15484,-122.422075,1,135
1098,8829,97,5.42,8.831,38.154841,-122.422072,1,135
1099,8830,95,7.24,16.739,38.11760200000001,-122.289241,2,93227
1100,8831,95,7.24,16.739,38.117426,-122.289217,2,93227
1101,8832,95,10.95,20.443,38.141456,-122.232308,2,93227
1102,8833,95,10.95,20.443,38.141243,-122.232302,2,93227
1103,8834,95,11.62,21.113000000000003,38.140802,-122.221723,3,93227
1104,8835,95,11.62,21.113000000000003,38.140566,-122.222246,4,93227
1105,8840,85,5.56,5.56,37.328954,-121.895643,3,23293
1106,8841,85,6.09,6.08,37.336401,-121.897563,4,23293
1107,8842,85,6.14,6.13,37.337137,-121.897741,3,23293
1108,8843,85,6.16,6.16,37.337479,-121.897848,4,23293
1109,8844,85,20.2,20.376,37.356655,-122.062397,3,23244
1110,8845,85,20.2,20.376,37.356616,-122.06262,3,23244
1111,8846,13,0.06,13.393,37.89875,-122.309494,4,23272
1112,8851,85,2.97,2.97,37.321367,-121.899571,4,23293
1113,8852,13,25.02,24.654,38.008612,-121.854384,5,23254
1114,8853,13,25.02,24.701,38.008461,-121.854505,5,23254
1115,8854,13,0.86,0.86,38.018347,-121.751494,3,23254
1116,8855,13,0.86,0.86,38.01835300000001,-121.75143,3,23254
1117,8856,13,13.94,45.459,37.893923,-122.067279,6,23254
1118,8861,95,5.52,32.992,38.137369,-122.221311,4,93227
1119,8863,95,5.46,32.931999999999995,38.136531,-122.221583,3,93227
1120,8869,13,30.65,30.202,37.990264,-121.75602,3,23254
1121,8870,13,30.65,30.252,37.990042,-121.756062,3,23254
1122,8871,13,31.54,31.092,37.98102700000001,-121.745487,3,23254
1123,8872,13,31.54,31.142,37.980677,-121.745776,3,23254
1124,8873,13,32.04,31.592,37.97472,-121.740969,2,23254
1125,8874,13,31.59,31.192,37.980043,-121.745333,2,23254
1126,8875,13,32.27,31.872,37.971366,-121.739449,2,23254
1127,8876,13,32.27,31.822,37.97175,-121.739085,2,23254
1128,8877,13,32.73,32.282,37.965277,-121.739626,2,23254
1129,8878,13,32.73,32.332,37.964854,-121.740054,2,23254
1130,8879,13,32.731,32.283,37.965265,-121.739634,2,23254
1131,8880,13,32.761,32.363,37.964456,-121.740326,2,23254
1132,8882,13,33.68,33.232,37.952476,-121.744429,2,23254
1133,8887,13,0.11,31.518,37.724706,-121.94131000000002,4,23285
1134,8888,1,40.8,57.03,37.793991,-122.20519,4,23285
1135,8889,1,40.8,56.878,37.793819,-122.2053,4,23285
1136,8890,85,5.93,355.237,37.000864,-121.556242,3,392
1137,8901,85,6.7,6.69,37.344302,-121.902123,3,23293
1138,8902,85,6.7,6.7,37.344411,-121.902181,3,23293
1139,8903,85,8.1,8.1,37.421182,-121.915036,4,23293
1140,8904,85,6.54,6.54,37.399227,-121.908515,4,23293
1141,8905,85,5.22,5.22,37.380274,-121.904061,4,23293
1142,8906,81,1.81,404.033,37.468307,-122.154416,4,93231
1143,8908,97,19.62,487.654,38.430806,-122.71547,4,23213
1144,8909,97,19.71,488.412,38.432104,-122.715593,3,23213
1145,8910,97,19.7,487.734,38.431917,-122.715812,3,23213
1146,8911,97,20.07,488.104,38.436946,-122.718,3,23213
1147,8912,97,20.07,488.772,38.437017,-122.717757,3,23213
1148,8913,97,20.34,489.042,38.44047,-122.72011,3,23213
1149,8914,97,20.34,488.374,38.440397,-122.72033,4,23213
1150,8915,97,20.73,488.764,38.445357,-122.723779,3,23213
1151,8916,97,20.73,489.432,38.445432,-122.723575,3,23213
1152,8917,97,20.85,489.552,38.446969,-122.724625,3,23213
1153,8918,97,20.85,488.884,38.446913,-122.724791,3,23213
1154,8919,97,21.23,489.932,38.45231,-122.725972,4,23213
1155,8920,97,21.23,489.264,38.452267,-122.726193,4,23213
1156,8921,97,21.72,489.754,38.459424,-122.726283,3,23213
1157,8922,97,21.72,490.422,38.459434,-122.7261,3,23213
1158,8923,41,9.96,450.565,37.961812,-122.510124,4,135
1159,8924,41,9.94,451.213,37.961589,-122.509784,4,135
1160,8925,41,10.04,451.3130000000001,37.962862,-122.510604,6,135
1161,8926,41,10.52,451.793,37.967035,-122.517695,6,135
1162,8935,95,0.15,57.297,38.041481,-122.120454,5,23254
1163,8936,95,0.15,57.297,38.041481,-122.120454,5,23254
1164,8937,95,0.3,57.447,38.04334,-122.121891,5,23254
1165,8938,95,0.3,57.447,38.04334,-122.121891,5,23254
1166,8939,95,0.45,57.597,38.045206,-122.123374,5,23254
1167,8940,95,0.45,57.597,38.045206,-122.123374,5,23254
1168,8941,95,0.6,57.747,38.047027,-122.124819,5,23254
1169,8942,95,0.6,57.747,38.047027,-122.124819,5,23254
1170,8949,85,0.1,23.648000000000003,36.961948,-121.383526,1,392
1171,8950,85,0.1,23.648000000000003,36.961948,-121.383526,1,392
1172,8952,1,20.42,30.647,37.687544,-122.133225,2,93228
1173,8958,95,2.09,29.562,38.089554,-122.23111000000002,3,93227
1174,8984,1,4.96,3.113,37.849093,-122.231287,4,93227
1175,8985,1,4.0,2.153,37.846642,-122.247226,4,93227
1176,8986,1,3.5,1.653,37.843252,-122.254814,4,93227
1177,8987,13,22.1,21.781,38.019932,-121.905976,4,23254
1178,8988,13,16.18,15.848,38.01195,-122.009481,4,23254
1179,8989,13,16.1,15.834,38.011347,-122.010573,4,23254
1180,8990,13,14.0,13.668,38.002575,-122.047364,2,23254
1181,8991,13,13.96,13.694,38.002161,-122.047775,2,23254
1182,8992,13,11.58,11.832,37.991988,-122.078142,2,23254
1183,8993,13,8.01,8.262,37.990092,-122.139719,3,23254
1184,8994,13,8.01,8.309,37.989935,-122.139741,2,23254
1185,8995,13,7.5,7.752000000000002,37.99605,-122.144786,2,23254
1186,8996,13,7.5,7.798999999999999,37.995777,-122.144977,2,23254
1187,8997,13,7.0,7.252000000000002,38.001707,-122.150084,2,23254
1188,8998,13,7.0,7.298999999999999,38.001498,-122.15013700000002,2,23254
1189,8999,13,0.66,0.845,38.013603,-122.257562,2,23254
1190,9000,13,0.66,0.8420000000000001,38.013475,-122.257595,2,23254
1191,9001,1,8.52,24.675,37.717219,-121.704646,4,23285
1192,9002,1,9.76,25.944000000000006,37.708641,-121.725076,4,23285
1193,9003,1,16.6,32.784,37.70135,-121.84751599999998,6,23285
1194,9004,1,16.6,32.632,37.701112,-121.847496,5,23285
1195,9005,1,22.0,38.184,37.698534,-121.945474,5,23285
1196,9006,1,22.06,38.092,37.69819,-121.946552,4,23285
1197,9007,1,26.9,43.084,37.702224,-122.032695,4,93228
1198,9008,1,26.93,42.962,37.701845,-122.033225,4,93228
1199,9009,1,27.56,43.744,37.697587,-122.043025,4,93228
1200,9010,1,27.5,43.532,37.698004,-122.042005,4,93228
1201,9011,1,28.85,45.034,37.692408,-122.064219,4,93228
1202,9012,1,29.41,45.594,37.690953,-122.074169,5,93228
1203,9018,55,7.5,34.972,38.163669,-122.208464,4,93227
1204,9019,55,7.5,34.972,38.16352,-122.20816200000002,4,93227
1205,9022,95,6.5,33.972,38.150809,-122.216813,4,93227
1206,9023,95,6.5,33.972,38.150739,-122.216538,5,93227
1207,9024,95,31.23,58.697,38.402318,-121.915787,3,93241
1208,9025,95,31.23,58.697,38.402199,-121.915666,3,93241
1209,9026,95,32.0,59.467,38.410093,-121.905606,3,93241
1210,9027,95,32.0,59.467,38.409972,-121.905441,3,93241
1211,9028,95,32.62,60.087,38.416347,-121.897404,3,93241
1212,9029,95,32.62,60.087,38.416238,-121.897211,3,93241
1213,9030,95,33.0,60.467,38.42011,-121.892123,3,93241
1214,9031,95,34.0,61.467,38.430261,-121.879137,3,93241
1215,9032,95,34.0,61.467,38.43020900000001,-121.878856,3,93241
1216,9033,95,35.0,62.467,38.44034,-121.865893,3,93241
1217,9034,95,35.0,62.467,38.440289,-121.865617,3,93241
1218,9035,95,35.4,62.867,38.444361,-121.860391,3,93241
1219,9036,95,35.57,63.037,38.446157,-121.858439,3,93241
1220,9037,95,36.0,63.467,38.450532,-121.852801,3,93241
1221,9038,95,36.5,63.967,38.455628,-121.846255,3,93241
1222,9039,95,36.5,63.967,38.455556,-121.846011,3,93241
1223,9040,95,37.0,64.467,38.460724,-121.83971,3,93241
1224,9041,95,37.03,64.497,38.460952,-121.839086,3,93241
1225,9042,95,37.5,64.967,38.465814,-121.833155,3,93241
1226,9043,95,37.5,64.967,38.465727,-121.83293,3,93241
1227,9044,95,38.24,65.707,38.473363,-121.823474,3,93241
1228,9045,95,38.2,65.667,38.47285,-121.823777,3,93241
1229,9046,95,39.0,66.467,38.481149,-121.813543,3,93241
1230,9047,95,39.0,66.467,38.481036,-121.813375,3,93241
1231,9048,95,39.6,67.067,38.487178,-121.805573,3,93241
1232,9049,95,39.78,67.247,38.489167,-121.803384,3,93241
1233,9050,95,40.0,67.467,38.491377,-121.800506,3,93241
1234,9051,95,40.5,67.967,38.49707,-121.79472,3,93241
1235,9052,95,40.5,67.967,38.49691,-121.79457,3,93241
1236,9053,95,41.46,68.92699999999999,38.507719,-121.78334,4,93241
1237,9054,95,41.4,68.867,38.506841,-121.783839,4,93241
1238,9055,95,42.0,69.467,38.513711,-121.776971,5,93241
1239,9056,95,41.9,69.367,38.512372,-121.777898,5,93241
1240,9065,85,5.5,5.5,37.38449,-121.904845,4,23293
1241,9066,85,5.5,5.5,37.384485,-121.905044,4,23293
1242,9067,85,6.0,6.0,37.391595,-121.906506,4,23293
1243,9068,85,6.0,6.0,37.391557,-121.90671,4,23293
1244,9069,85,6.5,6.5,37.398698,-121.908172,4,23293
1245,9070,85,7.0,7.0,37.405824,-121.909842,5,23293
1246,9071,85,7.0,7.0,37.405777,-121.910072,5,23293
1247,9072,85,7.95,7.95,37.419153,-121.914103,4,23293
1248,9073,85,7.95,7.95,37.419106,-121.914308,4,23293
1249,9074,85,9.2,9.2,37.436753,-121.919191,7,23293
1250,9075,85,9.3,9.3,37.438079,-121.919899,6,23293
1251,9076,85,9.8,9.8,37.445371,-121.920853,6,23293
1252,9077,85,9.8,9.8,37.44531,-121.921119,6,23293
1253,9078,85,0.6,349.8640000000001,36.92555,-121.547028,2,392
1254,9079,85,0.6,349.9,36.925548,-121.547247,2,392
1255,9080,85,1.6,350.858,36.938711,-121.552481,2,392
1256,9081,85,1.6,350.894,36.938772,-121.552731,2,392
1257,9082,85,2.54,351.798,36.952216,-121.552213,2,392
1258,9083,85,2.54,351.834,36.952235,-121.552455,2,392
1259,9084,85,3.5,352.7580000000001,36.965869,-121.552149,2,392
1260,9085,85,3.5,352.7940000000001,36.96584,-121.552382,2,392
1261,9086,85,4.5,353.771,36.980439,-121.55735,2,392
1262,9087,85,4.5,353.807,36.980409,-121.557644,2,392
1263,9094,85,8.2,357.471,37.031333,-121.571274,3,392
1264,9095,85,8.2,357.50699999999995,37.031251,-121.571629,3,392
1265,9098,85,9.2,358.471,37.044741,-121.578022,3,392
1266,9105,85,11.94,361.211,37.081974,-121.595454,3,23277
1267,9106,85,11.9,361.207,37.081336,-121.595505,3,23277
1268,9111,85,13.6,362.871,37.103108,-121.60944,3,23277
1269,9112,85,14.5,363.771,37.112261,-121.621044,3,23277
1270,9113,85,14.5,363.807,37.112135,-121.621406,3,23277
1271,9117,85,15.49,364.797,37.124754,-121.629749,3,23277
1272,9121,85,18.75,368.021,37.163058,-121.663633,4,23277
1273,9122,85,18.8,368.107,37.163384,-121.664417,4,23277
1274,9123,85,19.23,368.501,37.168787,-121.668555,4,23277
1275,9124,85,19.5,368.807,37.171546,-121.671905,4,23277
1276,9125,85,20.3,369.571,37.180554,-121.681139,4,23277
1277,9126,85,20.3,369.607,37.1802,-121.681522,4,23277
1278,9127,85,21.9,371.171,37.196849,-121.701575,4,23293
1279,9128,85,21.8,371.107,37.195584,-121.700525,4,23293
1280,9129,85,23.9,373.171,37.215727,-121.728741,4,23293
1281,9130,85,23.9,373.207,37.215461,-121.729,4,23293
1282,9131,85,26.45,375.721,37.239343,-121.764097,4,23293
1283,9132,85,26.53,375.837,37.239708,-121.765563,4,23293
1284,9133,85,27.3,376.607,37.246208,-121.776913,4,23293
1285,9134,85,27.6,376.871,37.248955,-121.781141,4,23293
1286,9135,85,27.6,376.907,37.248679,-121.78139,4,23293
1287,9136,85,29.0,378.669,37.266834,-121.802011,4,23293
1288,9137,85,29.3,378.93300000000005,37.2712,-121.803139,4,23293
1289,9139,85,31.4,381.033,37.299781,-121.813351,4,23293
1290,9140,85,32.1,381.733,37.307829,-121.821116,5,23293
1291,9141,85,32.2,381.869,37.308845,-121.822499,6,23293
1292,9142,85,32.7,382.333,37.314719,-121.827787,5,23293
1293,9143,85,34.0,383.633,37.329728,-121.842102,4,23293
1294,9144,85,34.0,383.669,37.329591,-121.842361,5,23293
1295,9145,85,34.6,384.233,37.336549,-121.848881,4,23293
1296,9146,85,36.6,386.237,37.35899600000001,-121.871981,4,23293
1297,9147,85,36.6,386.273,37.3588,-121.872094,4,23293
1298,9148,85,38.73,388.367,37.368104,-121.90788,4,23293
1299,9149,85,38.73,388.403,37.367859,-121.907971,5,23293
1300,9150,85,43.3,392.937,37.388542,-121.986478,4,23244
1301,9151,85,43.3,392.973,37.388372,-121.986538,4,23244
1302,9152,85,44.4,394.037,37.393954,-122.005269,4,23244
1303,9153,85,44.4,394.073,37.393755,-122.005329,4,23244
1304,9154,85,44.87,394.507,37.39592,-122.013438,4,23244
1305,9155,85,45.1,394.773,37.396611,-122.017518,4,23244
1306,9156,85,47.3,396.937,37.40547,-122.055924,4,23244
1307,9157,85,47.32,396.99300000000005,37.405335,-122.056343,4,23244
1308,9158,85,50.4,400.037,37.429264,-122.102241,4,23244
1309,9159,85,50.4,400.073,37.42914,-122.102443,4,23244
1310,9160,85,51.0,400.637,37.435945,-122.109246,4,23244
1311,9161,85,51.4,401.037,37.440393,-122.113925,4,23244
1312,9162,85,51.4,401.073,37.440293,-122.114141,4,23244
1313,9163,85,51.9,401.537,37.445961,-122.11976,4,23244
1314,9164,85,52.4,402.037,37.451442,-122.125642,4,23244
1315,9165,85,52.4,402.073,37.451289,-122.125797,4,23244
1316,9166,81,9.6,411.823,37.526779,-122.27078,4,93231
1317,9167,81,10.4,412.587,37.535878,-122.279744,5,93231
1318,9168,81,10.4,412.6230000000001,37.535766,-122.27993700000002,4,93231
1319,9169,81,12.02,414.207,37.55476,-122.29726,6,93231
1320,9170,81,12.02,414.24300000000005,37.554651,-122.29748700000002,4,93231
1321,9171,81,12.6,414.787,37.561476,-122.303632,5,93231
1322,9172,81,12.6,414.823,37.56136400000001,-122.303829,4,93231
1323,9173,81,13.0,415.187,37.565888,-122.308379,5,93231
1324,9174,81,22.7,424.887,37.662818,-122.400418,4,23234
1325,9175,81,23.1,425.287,37.666938,-122.395366,4,23234
1326,9176,81,23.1,425.323,37.66695900000001,-122.395578,4,23234
1327,9182,81,1.95,404.137,37.469675,-122.156317,4,93231
1328,9183,1,12.89,29.074,37.700224,-121.780045,6,23285
1329,9184,1,12.89,28.922,37.699984,-121.780016,7,23285
1330,9185,1,12.03,28.214,37.70248,-121.764596,6,23285
1331,9186,1,12.03,28.062,37.702234,-121.764593,7,23285
1332,9187,1,11.09,27.274,37.702595,-121.747543,6,23285
1333,9188,1,11.09,27.122,37.70238,-121.747506,7,23285
1334,9189,1,10.39,26.574,37.704313,-121.735236,6,23285
1335,9190,1,10.39,26.422,37.704105,-121.735155,7,23285
1336,9191,1,9.06,25.215,37.713589,-121.713345,4,23285
1337,9192,1,9.06,25.063,37.713351,-121.713265,5,23285
1338,9193,1,8.07,24.225,37.718904,-121.69682,4,23285
1339,9194,1,8.07,24.073,37.718518,-121.696655,5,23285
1340,9195,13,24.23,55.895,38.024635,-122.109562,4,23254
1341,9196,13,24.64,56.355,38.027717,-122.116138,4,23254
1342,9197,95,0.37,57.537,38.043006,-122.124812,2,23254
1343,9200,1,16.66,32.844,37.701361,-121.84861,5,23285
1344,9201,1,16.71,32.742,37.701132,-121.849503,5,23285
1345,9202,1,16.54,32.572,37.701102,-121.846401,5,23285
1346,9203,1,6.48,22.635,37.718428,-121.669385,4,23285
1347,9204,1,6.48,22.483,37.718211,-121.669346,4,23285
1348,9205,1,6.92,23.075,37.721487,-121.676275,4,23285
1349,9206,1,7.16,23.163,37.721723,-121.680591,4,23285
1350,9207,1,7.51,23.665,37.72094,-121.686875,4,23285
1351,9208,1,7.55,23.553,37.720431,-121.687475,4,23285
1352,9209,1,8.11,24.265,37.718757,-121.697517,4,23285
1353,9210,1,9.2,25.355,37.712635,-121.715594,5,23285
1354,9211,1,10.21,26.394,37.705551,-121.732333,4,23285
1355,9212,1,10.08,26.112,37.706224,-121.730129,4,23285
1356,9213,1,10.75,26.934,37.702595,-121.741391,4,23285
1357,9214,1,11.03,27.062,37.702324,-121.746413,4,23285
1358,9215,1,11.78,27.964,37.70299,-121.760075,5,23285
1359,9216,1,11.9,27.932,37.702575,-121.76226,4,23285
1360,9217,1,13.28,29.464,37.699656,-121.787125,4,23285
1361,9218,1,13.1,29.132,37.69966,-121.783826,4,23285
1362,9219,1,13.54,29.572,37.700063,-121.791737,7,23285
1363,9222,1,16.0,32.184,37.701248,-121.836572,4,23285
1364,9223,1,15.28,31.312,37.700891,-121.823407,4,23285
1365,9224,1,16.6,32.784,37.70135,-121.84751599999998,4,23285
1366,9226,1,19.08,35.111999999999995,37.70137,-121.892753,7,23285
1367,9227,1,19.26,35.444,37.701773,-121.895981,6,23285
1368,9228,1,20.35,36.534,37.701951,-121.915924,5,23285
1369,9229,1,21.35,37.534,37.698731,-121.93366,4,23285
1370,9230,1,22.52,38.552,37.69817000000001,-121.954965,4,23285
1371,9231,1,23.0,39.184,37.697754,-121.963582,5,23285
1372,9232,1,23.28,39.312,37.696995,-121.968736,4,23285
1373,9233,1,23.9,40.084,37.698845,-121.979793,4,93228
1374,9234,1,24.4,40.432,37.699898,-121.988806,4,93228
1375,9235,1,24.6,40.784,37.701593,-121.992068,4,93228
1376,9236,1,25.1,41.132,37.703279,-122.000677,4,93228
1377,9237,1,25.5,41.684,37.703462,-122.008093,4,93228
1378,9238,1,25.6,41.632,37.702987,-122.009775,4,93228
1379,9239,1,26.17,42.202,37.701568,-122.019856,4,93228
1380,9240,1,26.35,42.534,37.70111,-122.022997,4,93228
1381,9241,1,29.45,45.482,37.690589,-122.074877,5,93228
1382,9248,95,1.16,0.478,38.050082,-122.139317,3,23254
1383,9249,95,0.28,57.447,38.041896,-122.123918,4,23254
1384,9250,95,0.16,57.327,38.040435,-122.122735,4,23254
1385,9260,13,5.75,10.098,37.891579,-122.13026,4,23254
1386,9263,1,4.37,2.523,37.849522,-122.241018,4,23254
1387,9264,1,3.35,1.503,37.842559,-122.25791,4,23254
1388,9265,1,4.6,2.753,37.849812,-122.237592,4,23254
1389,9266,13,30.57,30.172,37.990233,-121.757519,2,23254
1390,9267,13,30.44,29.992,37.990747,-121.759823,1,23254
1391,9268,13,29.95,29.509,37.992888,-121.768206,3,23254
1392,9269,13,29.95,29.561,37.992661,-121.768226,2,23254
1393,9270,13,29.5,29.1,37.994611,-121.775368,2,23254
1394,9271,13,29.5,29.151,37.9944,-121.775384,3,23254
1395,9272,13,29.0,28.6,37.996143,-121.784344,2,23254
1396,9273,13,29.0,28.651,37.995933,-121.784378,2,23254
1397,9274,13,27.68,27.28,37.998257,-121.808341,2,23254
1398,9275,13,27.84,27.491,37.998041,-121.805433,2,23254
1399,9279,13,26.44,26.074,38.001819,-121.829756,2,23254
1400,9280,13,26.44,26.121,38.001669,-121.829862,2,23254
1401,9285,13,23.45,23.084,38.015328,-121.88184,4,23254
1402,9286,13,23.59,23.271,38.014413,-121.879651,3,23254
1403,9287,13,21.5,21.181,38.019991,-121.917022,4,23254
1404,9288,13,19.1,18.768,38.021948,-121.959789,4,23254
1405,9289,13,5.58,5.832000000000002,38.011266,-122.172198,2,23254
1406,9291,13,10.66,10.912,37.990725,-122.094956,3,23254
1407,9293,13,9.95,10.202,37.994441,-122.106976,3,23254
1408,9294,13,9.95,10.249,37.99419,-122.10703999999998,3,23254
1409,9295,13,9.57,9.822,37.996593,-122.11338,3,23254
1410,9296,13,9.57,9.869,37.996353000000006,-122.113433,3,23254
1411,9297,13,9.25,9.549,37.995545,-122.119103,3,23254
1412,9298,13,9.03,9.282,37.993945,-122.122364,3,23254
1413,9299,13,6.0,6.252000000000002,38.007109,-122.166569,2,23254
1414,9300,13,6.0,6.299,38.006871,-122.166606,2,23254
1415,9301,13,5.1,5.352,38.015575,-122.179034,2,23254
1416,9302,13,5.1,5.399,38.015347,-122.179054,2,23254
1417,9305,13,4.08,4.035,38.010999,-122.201565,2,23254
1418,9306,13,3.0,2.955,38.008562,-122.220678,2,23254
1419,9312,95,0.85,0.168,38.051007,-122.133434,3,23254
1420,9316,1,15.77,15.593,37.689868,-122.120854,2,93228
1421,9317,1,15.77,15.593,37.689774,-122.12086,3,93228
1422,9320,1,30.52,46.434,37.690236,-122.091948,3,93228
1423,9321,1,30.52,46.434,37.690236,-122.091948,3,93228
1424,9322,1,30.15,46.19600000000001,37.690839,-122.08497,5,93228
1425,9323,1,30.15,46.044,37.690526,-122.084955,5,93228
1426,9324,13,25.0,56.588,38.031982,-122.11675,5,23254
1427,9325,13,25.0,56.588,38.031982,-122.11675,5,23254
1428,9326,13,25.31,57.025,38.036748,-122.119736,4,23254
1429,9327,13,25.13,56.845,38.034537,-122.118006,4,23254
1430,9329,13,25.01,56.725,38.03291,-122.117245,4,23254
1431,9337,41,0.25,441.523,37.835036,-122.484252,4,23272
1432,9338,41,0.24,440.845,37.83449,-122.48398600000002,4,23272
1433,9339,41,0.8,442.073,37.841973,-122.485648,4,23272
1434,9340,41,0.8,441.405,37.84191,-122.485884,4,23272
1435,9341,41,1.26,442.533,37.847996,-122.48811,4,23272
1436,9342,41,1.26,441.865,37.847958,-122.488452,4,23272
1437,9343,41,2.1,443.3730000000001,37.857163,-122.497555,4,23272
1438,9344,41,2.1,442.705,37.856955,-122.497516,4,23272
1439,9345,41,2.39,443.663,37.86017800000001,-122.501486,4,23272
1440,9346,41,2.6,443.205,37.861516,-122.50443500000002,4,23272
1441,9347,41,2.9,444.173,37.865789,-122.506948,4,23272
1442,9348,41,2.9,443.505,37.865172,-122.507103,4,23272
1443,9349,41,3.5,444.773,37.873995,-122.508234,4,23272
1444,9350,41,3.5,444.105,37.873728,-122.508164,4,23272
1445,9351,41,4.0,445.273,37.878684,-122.514764,4,23272
1446,9352,41,4.0,444.605,37.878558,-122.514921,4,23272
1447,9353,41,4.75,446.023,37.889129,-122.516609,4,23272
1448,9354,41,4.58,445.185,37.886662,-122.51681299999998,4,23272
1449,9355,41,5.2,446.473,37.895638,-122.516134,4,23272
1450,9356,41,5.2,445.805,37.895619,-122.516374,4,23272
1451,9357,41,5.7,446.973,37.902868,-122.515561,4,23272
1452,9358,41,5.73,446.335,37.903269,-122.515767,4,23272
1453,9359,41,6.1,447.3730000000001,37.908497,-122.514031,5,23272
1454,9360,41,6.1,446.705,37.908462,-122.514293,5,23272
1455,9361,41,6.5,447.773,37.914035,-122.511883,5,23272
1456,9362,41,6.5,447.105,37.913992,-122.51216,5,23272
1457,9363,41,7.0,448.273,37.92111,-122.51188700000002,5,23272
1458,9364,41,7.0,447.605,37.921052,-122.512103,5,23272
1459,9365,41,7.35,448.6230000000001,37.925781,-122.514392,4,23272
1460,9366,41,7.5,448.105,37.92784,-122.51539,4,23272
1461,9367,41,8.0,449.273,37.935199,-122.516528,4,23272
1462,9368,41,8.0,448.605,37.935185,-122.51673999999998,4,23272
1463,9369,41,8.4,449.673,37.94093,-122.515733,4,23272
1464,9370,41,8.7,449.305,37.945072,-122.514753,4,23272
1465,9371,41,9.05,450.323,37.949644,-122.511853,4,23272
1466,9372,41,9.05,449.655,37.949662,-122.512058,4,23272
1467,9373,41,13.2,454.473,38.000724,-122.536873,5,135
1468,9374,41,13.2,453.805,38.000645,-122.537054,4,135
1469,9375,41,13.7,454.973,38.0069,-122.541228,4,135
1470,9376,41,13.6,454.205,38.005504,-122.540645,4,135
1471,9377,41,14.2,455.473,38.014108,-122.541703,5,135
